Order_ID,Order_Date,Origin_City,Destination_City,Route_Type,Transportation_Mode,Product_Category,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Delivery_Status,Disruption_Event,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Mitigation_Action_Taken
ORD-B01C5072,2024-02-05,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,5,8,3,Late,Port Congestion,0.84,4.1,3.92,88065.25,5274,Expedited Air Freight
ORD-93A91BCF,2024-03-16,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,16,0,On Time,,0.65,2.0,3.32,2654.02,3217,Standard Shipping
ORD-B2C6AAF5,2025-09-02,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,18,0,On Time,,0.2,6.7,3.16,2872.2,4787,Standard Shipping
ORD-6D249D15,2024-12-17,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,4,2,0,On Time,,0.5,8.2,4.01,63797.25,7733,Standard Shipping
ORD-29F2EED3,2024-09-23,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,19,0,On Time,,0.28,8.5,2.76,3459.84,5406,Standard Shipping
ORD-A7FF18F4,2025-04-16,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,,0.81,8.0,3.86,5695.16,6293,Standard Shipping
ORD-93E79BA5,2025-10-23,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,3,3,0,On Time,,0.76,4.0,5.03,75039.36,7752,Standard Shipping
ORD-A644C745,2025-02-01,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,18,0,On Time,,0.27,3.1,2.8,5226.05,8230,Standard Shipping
ORD-1CDAF1FA,2024-05-30,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,19,18,0,On Time,,0.71,8.5,4.25,4039.88,4725,Standard Shipping
ORD-9B6043CD,2024-03-22,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,18,0,On Time,,0.2,8.3,4.49,2287.2,3812,Standard Shipping
ORD-431E941B,2025-02-04,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,18,0,On Time,,0.69,1.8,4.13,3728.14,4412,Standard Shipping
ORD-15B8064F,2025-11-02,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,19,0,On Time,,0.73,4.9,2.71,3821.57,4418,Standard Shipping
ORD-6FF038D4,2025-01-17,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,18,0,On Time,,0.13,6.7,5.32,4582.71,8111,Standard Shipping
ORD-B4B725D0,2025-12-22,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,18,0,On Time,,0.44,9.0,4.56,5979.6,8305,Standard Shipping
ORD-8C54AAE9,2024-01-21,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,21,0,On Time,,0.32,7.0,1.48,6003.36,9096,Standard Shipping
ORD-64DAF9D6,2024-09-03,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,20,17,0,On Time,,0.76,7.4,5.15,4766.08,5416,Standard Shipping
ORD-6B9F1C27,2024-07-23,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,5,2,0,On Time,,0.71,2.9,3.5,69813.32,7423,Standard Shipping
ORD-A1A8CA32,2024-09-03,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,20,17,0,On Time,,0.54,6.0,4.75,3983.98,5174,Standard Shipping
ORD-83C3474D,2024-02-16,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,17,0,On Time,,0.21,7.2,5.63,5621.66,9292,Standard Shipping
ORD-B6F1FD0C,2025-09-28,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,21,18,0,On Time,,0.57,9.0,3.34,6043.71,7699,Standard Shipping
ORD-3B78AB7C,2024-11-21,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,,0.71,5.8,2.44,2347.83,2746,Standard Shipping
ORD-53100B33,2025-12-05,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,,0.51,0.8,4.35,5241.21,6942,Standard Shipping
ORD-FA9243BA,2024-06-04,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,18,0,On Time,,0.71,4.3,1.87,5429.25,6350,Standard Shipping
ORD-3CA89486,2024-04-20,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,4,2,0,On Time,,0.77,0.5,0.47,37995.71,3903,Standard Shipping
ORD-912850B7,2025-06-16,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,17,0,On Time,,0.82,5.1,4.67,2324.14,2554,Standard Shipping
ORD-9FA73DFC,2024-07-28,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,21,17,0,On Time,,0.71,3.7,2.34,4227.12,4944,Standard Shipping
ORD-2022D4EA,2025-02-08,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,19,0,On Time,,0.18,0.3,3.32,3656.23,6197,Standard Shipping
ORD-14A9944D,2024-05-15,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,,0.5,0.4,3.3,469.5,626,Standard Shipping
ORD-1705AED5,2025-05-29,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,,0.88,9.6,3.67,7377.12,7848,Standard Shipping
ORD-96FAB1D0,2025-02-16,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,5,3,0,On Time,,0.1,8.8,3.95,33710.6,5572,Standard Shipping
ORD-1C5F4998,2024-08-31,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,19,0,On Time,,0.19,0.4,2.95,901.42,1515,Standard Shipping
ORD-4CB806AD,2024-01-24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,19,18,0,On Time,,0.33,8.2,2.79,6145.93,9242,Standard Shipping
ORD-6D5DE988,2025-09-14,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,25,5,Late,Severe Weather (Typhoon/Storm),0.68,5.4,4.26,4543.06,4507,Standard Shipping
ORD-BC27F35C,2024-02-07,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,18,0,On Time,,0.66,6.9,1.67,3013.73,3631,Standard Shipping
ORD-5DE394FA,2024-10-26,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,18,0,On Time,,0.78,5.9,0.86,6719.5,7550,Standard Shipping
ORD-A53B53EF,2025-05-20,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,19,0,On Time,,0.43,6.4,3.25,1808.23,2529,Standard Shipping
ORD-C37E3A38,2025-02-28,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,,0.23,3.4,5.37,3355.44,5456,Standard Shipping
ORD-57BCACAB,2025-04-04,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,19,0,On Time,,0.51,0.5,3.52,5813.5,7700,Standard Shipping
ORD-69B1DFAA,2024-12-18,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,21,2,Late,Port Congestion,0.74,4.9,1.82,197.14,206,Standard Shipping
ORD-7EC746CA,2024-12-28,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,20,18,0,On Time,,0.49,2.5,3.85,5677.64,7621,Standard Shipping
ORD-F6EBFEC3,2024-04-24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,,0.76,1.6,3.57,1093.84,1243,Standard Shipping
ORD-612F1F34,2024-05-21,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,21,18,0,On Time,,0.5,0.6,2.34,5742.75,7657,Standard Shipping
ORD-725A5E9E,2024-12-08,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,21,19,0,On Time,,0.23,3.7,3.32,5291.46,8604,Standard Shipping
ORD-0C7DE81C,2024-06-03,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,4,2,0,On Time,,0.56,4.2,1.91,75298.08,8776,Standard Shipping
ORD-D85F3D7D,2025-06-21,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,21,18,0,On Time,,0.43,5.5,1.74,871.58,1219,Standard Shipping
ORD-D9EC8B5D,2024-05-18,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,19,0,On Time,,0.8,9.5,2.61,4512.6,5014,Standard Shipping
ORD-F0087669,2025-02-17,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,17,0,On Time,,0.29,8.4,4.31,3069.56,4759,Standard Shipping
ORD-0A83C3AF,2024-04-12,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,18,0,On Time,,0.72,0.3,1.46,2962.7,3445,Standard Shipping
ORD-7A11E65B,2024-04-11,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,17,0,On Time,,0.28,9.9,2.26,5932.16,9269,Standard Shipping
ORD-4DDBD3B7,2024-11-06,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,18,0,On Time,,0.76,3.5,1.86,2968.24,3373,Standard Shipping
ORD-F5E9767E,2025-11-01,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,20,19,0,On Time,,0.68,8.1,4.48,6770.4,8060,Standard Shipping
ORD-BB668140,2024-09-08,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,4,2,0,On Time,,0.46,0.8,2.82,60987.85,7595,Standard Shipping
ORD-0977C039,2024-06-08,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,18,0,On Time,,0.77,7.7,4.22,5310.0,6000,Standard Shipping
ORD-A39CE916,2024-10-11,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,,0.78,0.9,3.47,4156.3,4670,Standard Shipping
ORD-001103BF,2025-07-24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,21,18,0,On Time,,0.36,1.9,3.64,6170.32,9074,Standard Shipping
ORD-2172B9C1,2025-07-03,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,19,0,On Time,,0.47,7.2,2.12,1958.04,2664,Standard Shipping
ORD-C51CFD41,2025-11-15,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,19,0,On Time,,0.74,7.2,3.72,2123.67,2441,Standard Shipping
ORD-F00257AE,2024-07-04,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,28,9,Late,Severe Weather (Typhoon/Storm),0.58,4.6,2.44,5889.92,6213,Standard Shipping
ORD-D722FDEE,2024-01-31,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,26,7,Late,Port Congestion,0.44,4.5,1.16,1342.44,1695,Standard Shipping
ORD-BD736596,2024-07-19,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,19,19,0,On Time,,0.75,4.8,0.0,8052.62,9203,Standard Shipping
ORD-83313F18,2024-01-05,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,17,0,On Time,,0.9,7.6,4.59,3624.25,3815,Standard Shipping
ORD-B667A44A,2024-10-05,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,4,1,0,On Time,,0.63,6.2,1.99,82702.12,9225,Standard Shipping
ORD-219FCBA4,2025-03-19,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,18,0,On Time,,0.65,0.1,2.63,3894.0,4720,Standard Shipping
ORD-F958666B,2024-04-16,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,5,2,0,On Time,,0.33,5.8,1.34,50948.98,6965,Standard Shipping
ORD-B3B1DE30,2025-07-29,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,17,0,On Time,,0.49,3.7,2.85,2578.45,3461,Standard Shipping
ORD-959A4435,2024-10-21,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,18,0,On Time,,0.55,4.5,2.56,1486.45,1918,Standard Shipping
ORD-B209CB91,2025-12-06,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,18,0,On Time,,0.32,1.6,4.18,3565.98,5403,Standard Shipping
ORD-E351BEBB,2024-06-19,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,,0.64,8.3,2.15,7468.56,9108,Standard Shipping
ORD-02B63CBE,2025-07-02,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,18,0,On Time,,0.39,0.1,2.24,3124.03,4495,Standard Shipping
ORD-D8883454,2025-06-03,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,5,2,0,On Time,,0.75,3.7,1.42,36796.38,3823,Standard Shipping
ORD-01F54C05,2025-01-17,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,4,2,0,On Time,,0.45,0.6,3.32,22449.62,2815,Standard Shipping
ORD-02506D58,2024-09-12,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,20,18,0,On Time,,0.39,0.7,2.6,2159.37,3107,Standard Shipping
ORD-7A911B2A,2024-08-13,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,21,18,0,On Time,,0.65,3.1,4.21,788.7,956,Standard Shipping
ORD-2C1BF872,2024-05-01,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,4,1,0,On Time,,0.61,7.6,3.8,47312.26,5343,Standard Shipping
ORD-0113435C,2024-12-16,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,,0.74,3.0,1.73,5296.56,6088,Standard Shipping
ORD-CB318C7F,2025-12-01,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,23,4,Late,Port Congestion,0.26,4.3,5.37,5373.52,7754,Standard Shipping
ORD-71137B52,2025-10-24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,20,19,0,On Time,,0.2,2.7,3.85,4528.8,7548,Standard Shipping
ORD-9998C2DC,2024-11-10,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,19,0,On Time,,0.55,8.6,4.4,5787.7,7468,Standard Shipping
ORD-F23E942E,2025-04-24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,,0.85,1.2,3.46,8933.65,9658,Standard Shipping
ORD-1D8F1849,2024-08-12,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,19,0,On Time,,0.86,6.5,2.83,7534.86,8102,Standard Shipping
ORD-70DF903A,2024-11-05,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,18,0,On Time,,0.42,6.1,4.13,5074.37,7147,Standard Shipping
ORD-B06192BF,2024-01-12,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,20,18,0,On Time,,0.46,6.9,2.01,5556.03,7611,Standard Shipping
ORD-DE1044CE,2024-06-29,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,18,0,On Time,,0.44,6.7,2.1,6642.0,9225,Standard Shipping
ORD-69B005C3,2024-12-30,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,24,3,Late,Port Congestion,0.85,8.9,3.34,7140.82,7018,Standard Shipping
ORD-0056E27F,2024-01-11,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,18,0,On Time,,0.2,4.6,4.69,2665.2,4442,Standard Shipping
ORD-394077F9,2025-05-02,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,18,0,On Time,,0.66,3.0,2.15,3037.8,3660,Standard Shipping
ORD-3A3D5087,2024-07-11,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,,0.35,5.7,3.58,6334.2,9384,Standard Shipping
ORD-C42660D4,2024-01-24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,18,0,On Time,,0.42,0.7,3.98,3973.16,5596,Standard Shipping
ORD-8ED286CE,2025-10-28,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,,0.53,3.0,5.06,2020.37,2641,Standard Shipping
ORD-FAB09C95,2025-02-14,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,17,0,On Time,,0.15,7.5,5.26,1806.65,3142,Standard Shipping
ORD-04C39FB5,2025-11-25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,19,0,On Time,,0.78,7.8,3.3,170.88,192,Standard Shipping
ORD-A254608D,2025-05-04,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,24,3,Late,Port Congestion,0.51,6.0,1.28,3865.98,4655,Standard Shipping
ORD-22933C18,2025-11-21,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,19,19,0,On Time,,0.33,5.6,3.67,3676.79,5529,Standard Shipping
ORD-2E06F6FE,2025-12-12,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,20,18,0,On Time,,0.26,2.8,3.29,4788.0,7600,Standard Shipping
ORD-0C774C2D,2025-01-24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,18,0,On Time,,0.15,9.0,3.51,100.05,174,Standard Shipping
ORD-6D90CA36,2025-02-11,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,18,0,On Time,,0.68,9.0,2.98,7413.0,8825,Standard Shipping
ORD-B2F46FCB,2025-02-08,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,20,20,0,On Time,,0.75,0.0,2.77,4349.62,4971,Standard Shipping
ORD-6FDD1596,2025-09-24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,,0.53,3.7,5.28,468.94,613,Standard Shipping
ORD-029DD128,2024-05-02,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,,0.66,6.5,2.56,6995.24,8428,Standard Shipping
ORD-EC7354BF,2024-10-28,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,20,17,0,On Time,,0.81,6.4,3.15,6991.12,7725,Standard Shipping
ORD-AAFFA0B1,2024-03-31,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,20,18,0,On Time,,0.19,4.5,2.67,3926.4,6599,Standard Shipping
ORD-6C8C9274,2024-12-04,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,5,2,0,On Time,,0.37,0.3,5.1,25257.32,3352,Standard Shipping
ORD-15DC3F7C,2025-10-13,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,19,0,On Time,,0.25,6.2,3.65,3684.38,5895,Standard Shipping
ORD-61B4644E,2024-06-19,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,19,0,On Time,,0.81,5.7,2.96,2462.51,2721,Standard Shipping
ORD-B4DD9F61,2025-09-08,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,4,3,0,On Time,,0.87,3.1,3.22,65021.77,6322,Standard Shipping
ORD-A51F97FC,2024-10-02,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,18,0,On Time,,0.59,3.4,1.47,5399.64,6792,Standard Shipping
ORD-98CC41C5,2025-12-19,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,20,18,0,On Time,,0.48,8.6,4.75,1371.22,1853,Standard Shipping
ORD-6D64B85A,2024-06-15,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,17,0,On Time,,0.51,9.0,4.57,248.4,329,Standard Shipping
ORD-48109074,2024-02-29,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,3,2,0,On Time,,0.38,3.2,3.31,13495.02,1778,Standard Shipping
ORD-8A59D78E,2025-02-03,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,18,0,On Time,,0.47,1.2,1.91,2202.06,2996,Standard Shipping
ORD-8BE1CADE,2024-05-12,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,17,0,On Time,,0.34,8.7,2.27,5143.59,7677,Standard Shipping
ORD-0EAD9D42,2025-11-16,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,19,0,On Time,,0.7,9.8,4.33,4858.6,5716,Standard Shipping
ORD-A23D469A,2025-03-18,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,18,0,On Time,,0.39,8.0,4.09,6514.93,9374,Standard Shipping
ORD-8D253F73,2024-03-14,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,4,2,0,On Time,,0.5,2.3,3.03,15031.5,1822,Standard Shipping
ORD-02A3C72A,2025-05-13,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,19,0,On Time,,0.12,3.0,4.06,5050.08,9018,Standard Shipping
ORD-58330274,2025-08-07,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,18,0,On Time,,0.37,2.2,2.31,2005.68,2928,Standard Shipping
ORD-46B1198B,2024-09-21,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,19,0,On Time,,0.78,4.0,5.23,1723.93,1937,Standard Shipping
ORD-A122D032,2024-05-30,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,18,0,On Time,,0.89,0.4,3.17,1955.21,2069,Standard Shipping
ORD-545266BF,2024-09-13,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,27,6,Late,Severe Weather (Typhoon/Storm),0.21,8.1,3.8,5108.14,7036,Standard Shipping
ORD-A2A6E884,2024-07-22,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,24,3,Late,Severe Weather (Typhoon/Storm),0.62,4.3,3.97,5311.01,5464,Standard Shipping
ORD-8923D60B,2024-09-04,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,20,18,0,On Time,,0.31,0.8,2.99,226.63,346,Standard Shipping
ORD-03041382,2024-03-04,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,4,1,0,On Time,,0.17,1.4,3.93,11164.72,1735,Standard Shipping
ORD-5F8259A0,2024-08-13,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,26,6,Late,Severe Weather (Typhoon/Storm),0.48,1.6,5.07,4099.9,4617,Standard Shipping
ORD-2E0FF2BF,2024-02-08,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,18,0,On Time,,0.77,7.8,1.64,5364.87,6062,Standard Shipping
ORD-B21F71CF,2025-05-08,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,20,18,0,On Time,,0.11,3.4,2.17,3797.31,6842,Standard Shipping
ORD-3D3FC6EC,2025-09-02,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,20,18,0,On Time,,0.49,5.3,3.45,3693.71,4958,Standard Shipping
ORD-EC895A3F,2025-07-09,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,18,0,On Time,,0.3,1.2,3.56,5577.65,8581,Standard Shipping
ORD-AF5272D2,2024-06-05,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,5,1,0,On Time,,0.51,6.3,3.75,19325.74,2327,Standard Shipping
ORD-44AF5E55,2025-12-05,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,18,0,On Time,,0.57,1.5,1.52,7492.04,9544,Standard Shipping
ORD-F6BA40A4,2024-09-17,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,23,2,Late,Severe Weather (Typhoon/Storm),0.79,2.5,1.4,2955.65,2752,Standard Shipping
ORD-D9C8AF83,2025-07-02,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,18,0,On Time,,0.48,5.5,2.68,537.98,727,Standard Shipping
ORD-8B05B2DF,2024-02-21,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,20,1,Late,Port Congestion,0.75,9.8,3.81,4630.58,4811,Standard Shipping
ORD-3A412A91,2025-10-11,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,18,0,On Time,,0.49,6.0,3.97,5955.53,7994,Standard Shipping
ORD-8BEE0BDA,2025-05-11,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,17,0,On Time,,0.23,8.0,4.63,4976.58,8092,Standard Shipping
ORD-792D8485,2025-08-14,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,18,0,On Time,,0.82,6.5,1.53,2260.44,2484,Standard Shipping
ORD-C9E10196,2025-06-06,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,25,6,Late,Port Congestion,0.7,6.0,2.29,4001.8,4280,Standard Shipping
ORD-DA36CF93,2025-04-22,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,4,2,0,On Time,,0.58,8.5,4.4,10810.36,1244,Standard Shipping
ORD-0FBC2BB2,2025-10-15,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,20,18,0,On Time,,0.41,1.7,1.71,1026.48,1456,Standard Shipping
ORD-04979E72,2024-05-10,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,17,0,On Time,,0.67,6.7,4.02,4941.53,5918,Standard Shipping
ORD-1C0C07E6,2024-02-24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,,0.8,1.1,2.43,6587.1,7319,Standard Shipping
ORD-530D747E,2025-10-06,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,18,0,On Time,,0.12,8.8,3.02,2632.56,4701,Standard Shipping
ORD-42BC9061,2025-12-02,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,18,0,On Time,,0.17,7.7,2.81,4974.84,8504,Standard Shipping
ORD-6F3DAE7C,2025-07-29,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,25,4,Late,Severe Weather (Typhoon/Storm),0.45,9.2,3.62,2951.9,3393,Standard Shipping
ORD-EBF031CF,2024-08-11,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,19,0,On Time,,0.48,2.3,2.99,3719.98,5027,Standard Shipping
ORD-089669E8,2024-03-02,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,,0.36,5.9,3.48,4377.16,6437,Standard Shipping
