transit_id,route_distance_nm,route_complexity,port_pair_risk,eta_delay_days,speed_anomaly_pct,position_deviation_pct,vessel_speed_knots,month,quarter,is_typhoon_season,is_peak_season,day_of_week,hist_disruption_count,avg_hist_delay_days,seasonal_risk_score,route_risk_score,carrier_on_time_rate,carrier_avg_delay,carrier_reliability_score,news_risk_score_7day,news_event_frequency,news_sentiment_avg,news_sentiment_trend,weather_wind_speed_avg,weather_storm_risk,port_congestion_level,port_wait_time_ratio,target_on_time,target_delay_days
821,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.45,7,-0.3,0.10000000000000003,20,0.4,0.45,1.3,1,0.0
822,6480,0.6,0.4,2.0,-12.500000000000005,12.500000000000005,16.927083333333332,10,4,1,1,3,0,0,0.4,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.45,7,-0.3,0.10000000000000003,20,0.4,0.5,1.4,0,2.0
823,6400,0.6,0.4,5.100000000000001,-25.373134328358223,25.373134328358223,13.4742951907131,10,4,1,1,3,0,0,0.4,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.45,7,-0.3,0.10000000000000003,20,0.4,0.45,1.3,0,5.1
824,6480,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.45,7,-0.3,0.10000000000000003,20,0.4,0.5,1.4,1,0.0
825,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.45,7,-0.3,0.10000000000000003,20,0.4,0.35,1.1,1,0.0
826,6500,0.6,0.4,2.0999999999999996,-14.893617021276576,14.893617021276576,19.208037825059105,10,4,1,1,3,0,0,0.4,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.45,7,-0.3,0.10000000000000003,20,0.4,0.3,1.0,0,2.1
827,6500,0.6,0.4,2.4000000000000004,-16.66666666666666,16.66666666666666,18.80787037037037,10,4,1,1,3,0,0,0.4,0.4,0.910941475826972,0.30687022900763355,91.0941475826972,0.45,7,-0.3,0.10000000000000003,20,0.4,0.3,1.0,0,2.4
828,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.45,7,-0.3,0.10000000000000003,20,0.4,0.45,1.3,1,0.0
829,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.45,7,-0.3,0.10000000000000003,20,0.4,0.3,1.0,1,0.0
830,6430,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.45,7,-0.3,0.10000000000000003,20,0.4,0.5,1.4,1,0.0
831,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.45,7,-0.3,0.10000000000000003,20,0.4,0.3,1.0,1,0.0
832,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.45,7,-0.3,0.10000000000000003,20,0.4,0.35,1.1,1,0.0
833,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.45,7,-0.3,0.10000000000000003,20,0.4,0.35,1.1,1,0.0
834,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.910941475826972,0.30687022900763355,91.0941475826972,0.45,7,-0.3,0.10000000000000003,20,0.4,0.35,1.1,1,0.0
835,6450,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.45,7,-0.3,0.10000000000000003,20,0.4,0.45,1.3,1,0.0
836,6500,0.6,0.4,0.1999999999999993,-1.4084507042253285,1.4084507042253285,19.072769953051647,10,4,1,1,3,0,0,0.4,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.45,7,-0.3,0.10000000000000003,20,0.4,0.45,1.3,1,0.2
837,6500,0.6,0.4,2.4000000000000004,-16.66666666666666,16.66666666666666,18.80787037037037,10,4,1,1,3,0,0,0.4,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.45,7,-0.3,0.10000000000000003,20,0.4,0.3,1.0,0,2.4
838,6430,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.45,7,-0.3,0.10000000000000003,20,0.4,0.5,1.4,1,0.0
839,6500,0.6,0.4,1.0999999999999996,-8.396946564885486,8.396946564885486,20.674300254452927,10,4,1,1,3,0,0,0.4,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.45,7,-0.3,0.10000000000000003,20,0.4,0.3,1.0,0,1.1
840,6500,0.6,0.4,0.0,0.0,0.0,22.569444444444443,10,4,1,1,3,0,0,0.4,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.45,7,-0.3,0.10000000000000003,20,0.4,0.3,1.0,1,0.0
841,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.45,7,-0.3,0.10000000000000003,20,0.4,0.35,1.1,1,0.0
842,6500,0.6,0.4,0.6999999999999993,-4.761904761904744,4.761904761904744,18.42403628117914,10,4,1,1,3,0,0,0.4,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.45,7,-0.3,0.10000000000000003,20,0.4,0.35,1.1,1,0.7
843,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.45,7,-0.3,0.10000000000000003,20,0.4,0.35,1.1,1,0.0
844,6500,0.6,0.4,0.3000000000000007,-2.4390243902439144,2.4390243902439144,22.018970189701893,10,4,1,1,3,0,0,0.4,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.45,7,-0.3,0.10000000000000003,20,0.4,0.3,1.0,1,0.3
845,6500,0.6,0.4,0.09999999999999964,-0.7092198581560113,0.7092198581560113,19.208037825059105,10,4,1,1,3,0,0,0.4,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.45,7,-0.3,0.10000000000000003,20,0.4,0.3,1.0,1,0.1
846,6450,0.6,0.4,0.40000000000000036,-2.777777777777777,2.777777777777777,18.80787037037037,10,4,1,1,3,0,0,0.4,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.45,7,-0.3,0.10000000000000003,20,0.4,0.45,1.3,1,0.4
847,6500,0.6,0.4,0.1999999999999993,-1.4084507042253285,1.4084507042253285,19.072769953051647,10,4,1,1,3,0,0,0.4,0.4,0.910941475826972,0.30687022900763355,91.0941475826972,0.45,7,-0.3,0.10000000000000003,20,0.4,0.3,1.0,1,0.2
848,6500,0.6,0.4,5.899999999999999,-29.648241206030146,29.648241206030146,13.609715242881073,10,4,1,1,3,0,0,0.4,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.45,7,-0.3,0.10000000000000003,20,0.4,0.35,1.1,0,5.9
849,6450,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.45,7,-0.3,0.10000000000000003,20,0.4,0.45,1.3,1,0.0
850,6500,0.6,0.4,0.0,0.0,0.0,22.569444444444443,10,4,1,1,3,0,0,0.4,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.45,7,-0.3,0.10000000000000003,20,0.4,0.3,1.0,1,0.0
851,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.910941475826972,0.30687022900763355,91.0941475826972,0.45,7,-0.3,0.10000000000000003,20,0.4,0.35,1.1,1,0.0
852,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.45,7,-0.3,0.10000000000000003,20,0.4,0.35,1.1,1,0.0
853,6400,0.6,0.4,0.0,0.0,0.0,18.055555555555557,10,4,1,1,3,0,0,0.4,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.45,7,-0.3,0.10000000000000003,20,0.4,0.45,1.3,1,0.0
854,6430,0.6,0.4,1.5,-9.67741935483871,9.67741935483871,17.473118279569892,10,4,1,1,3,0,0,0.4,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.45,7,-0.3,0.10000000000000003,20,0.4,0.5,1.4,0,1.5
855,6400,0.6,0.4,2.0,-11.764705882352947,11.764705882352947,15.931372549019608,10,4,1,1,3,0,0,0.4,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.45,7,-0.3,0.10000000000000003,20,0.4,0.45,1.3,0,2.0
856,6380,0.6,0.4,0.0,0.0,0.0,18.055555555555557,10,4,1,1,3,0,0,0.4,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.45,7,-0.3,0.10000000000000003,20,0.4,0.5,1.4,1,0.0
857,6430,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.45,7,-0.3,0.10000000000000003,20,0.4,0.5,1.4,1,0.0
858,6500,0.6,0.4,0.40000000000000036,-2.9850746268656736,2.9850746268656736,20.21144278606965,10,4,1,1,3,0,0,0.4,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.45,7,-0.3,0.10000000000000003,20,0.4,0.35,1.1,1,0.4
859,6380,0.6,0.4,0.0,0.0,0.0,18.055555555555557,10,4,1,1,3,0,0,0.4,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.45,7,-0.3,0.10000000000000003,20,0.4,0.5,1.4,1,0.0
860,6500,0.6,0.4,0.5999999999999996,-4.109589041095884,4.109589041095884,18.550228310502284,10,4,1,1,3,0,0,0.4,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.45,7,-0.3,0.10000000000000003,20,0.4,0.35,1.1,1,0.6
861,6480,0.6,0.4,0.09999999999999964,-0.7092198581560113,0.7092198581560113,19.208037825059105,11,4,0,1,3,0,0,0.2,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.35,5,-0.2,0.09999999999999998,16,0.25,0.5,1.4,1,0.1
862,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.45,7,-0.3,0.10000000000000003,20,0.4,0.3,1.0,1,0.0
863,6500,0.6,0.4,2.3000000000000007,-14.110429447852768,14.110429447852768,16.615541922290387,10,4,1,1,3,0,0,0.4,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.45,7,-0.3,0.10000000000000003,20,0.4,0.45,1.3,0,2.3
864,6500,0.6,0.4,3.1000000000000014,-18.128654970760238,18.128654970760238,15.83820662768031,10,4,1,1,3,0,0,0.4,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.45,7,-0.3,0.10000000000000003,20,0.4,0.35,1.1,0,3.1
865,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.45,7,-0.3,0.10000000000000003,20,0.4,0.35,1.1,1,0.0
866,6430,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.45,7,-0.3,0.10000000000000003,20,0.4,0.5,1.4,1,0.0
867,6450,0.6,0.4,0.09999999999999964,-0.7092198581560113,0.7092198581560113,19.208037825059105,11,4,0,1,3,0,0,0.2,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.35,5,-0.2,0.09999999999999998,16,0.25,0.45,1.3,1,0.1
868,6430,0.6,0.4,0.1999999999999993,-1.4084507042253285,1.4084507042253285,19.072769953051647,11,4,0,1,3,0,0,0.2,0.4,0.910941475826972,0.30687022900763355,91.0941475826972,0.35,5,-0.2,0.09999999999999998,16,0.25,0.5,1.4,1,0.2
869,6500,0.6,0.4,0.5,-3.448275862068969,3.448275862068969,18.67816091954023,11,4,0,1,3,0,0,0.2,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.35,5,-0.2,0.09999999999999998,16,0.25,0.3,1.0,1,0.5
870,6500,0.6,0.4,3.5,-20.0,20.0,15.476190476190476,11,4,0,1,3,0,0,0.2,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.35,5,-0.2,0.09999999999999998,16,0.25,0.35,1.1,0,3.5
871,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,11,4,0,1,3,0,0,0.2,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.35,5,-0.2,0.09999999999999998,16,0.25,0.45,1.3,1,0.0
872,6480,0.6,0.4,0.0,0.0,0.0,19.345238095238095,11,4,0,1,3,0,0,0.2,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.35,5,-0.2,0.09999999999999998,16,0.25,0.5,1.4,1,0.0
873,6480,0.6,0.4,0.0,0.0,0.0,19.345238095238095,11,4,0,1,3,0,0,0.2,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.35,5,-0.2,0.09999999999999998,16,0.25,0.5,1.4,1,0.0
874,6380,0.6,0.4,0.0,0.0,0.0,18.055555555555557,11,4,0,1,3,0,0,0.2,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.35,5,-0.2,0.09999999999999998,16,0.25,0.5,1.4,1,0.0
875,6400,0.6,0.4,0.0,0.0,0.0,18.055555555555557,10,4,1,1,3,0,0,0.4,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.45,7,-0.3,0.10000000000000003,20,0.4,0.45,1.3,1,0.0
876,6480,0.6,0.4,3.1000000000000014,-18.128654970760238,18.128654970760238,15.83820662768031,10,4,1,1,3,0,0,0.4,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.45,7,-0.3,0.10000000000000003,20,0.4,0.5,1.4,0,3.1
877,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,10,4,1,1,3,0,0,0.4,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.45,7,-0.3,0.10000000000000003,20,0.4,0.35,1.1,1,0.0
878,6380,0.6,0.4,0.1999999999999993,-1.3157894736842084,1.3157894736842084,17.817982456140353,10,4,1,1,3,0,0,0.4,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.45,7,-0.3,0.10000000000000003,20,0.4,0.5,1.4,1,0.2
879,6380,0.6,0.4,0.0,0.0,0.0,18.055555555555557,10,4,1,1,3,0,0,0.4,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.45,7,-0.3,0.10000000000000003,20,0.4,0.5,1.4,1,0.0
880,6400,0.6,0.4,1.5,-9.090909090909092,9.090909090909092,16.414141414141415,10,4,1,1,3,0,0,0.4,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.45,7,-0.3,0.10000000000000003,20,0.4,0.45,1.3,0,1.5
881,6450,0.6,0.4,5.899999999999999,-29.648241206030146,29.648241206030146,13.609715242881073,11,4,0,1,3,0,0,0.2,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.35,5,-0.2,0.09999999999999998,16,0.25,0.45,1.3,0,5.9
882,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,11,4,0,1,3,0,0,0.2,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.35,5,-0.2,0.09999999999999998,16,0.25,0.45,1.3,1,0.0
883,6380,0.6,0.4,0.0,0.0,0.0,18.055555555555557,11,4,0,1,3,0,0,0.2,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.35,5,-0.2,0.09999999999999998,16,0.25,0.5,1.4,1,0.0
884,6500,0.6,0.4,1.0999999999999996,-7.284768211920531,7.284768211920531,17.93598233995585,11,4,0,1,3,0,0,0.2,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.35,5,-0.2,0.09999999999999998,16,0.25,0.35,1.1,0,1.1
885,6500,0.6,0.4,0.5999999999999996,-4.109589041095884,4.109589041095884,18.550228310502284,11,4,0,1,3,0,0,0.2,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.35,5,-0.2,0.09999999999999998,16,0.25,0.35,1.1,1,0.6
886,6500,0.6,0.4,3.0,-17.64705882352941,17.64705882352941,15.931372549019608,11,4,0,1,3,0,0,0.2,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.35,5,-0.2,0.09999999999999998,16,0.25,0.3,1.0,0,3.0
887,6430,0.6,0.4,0.5,-3.448275862068969,3.448275862068969,18.67816091954023,11,4,0,1,3,0,0,0.2,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.35,5,-0.2,0.09999999999999998,16,0.25,0.5,1.4,1,0.5
888,6430,0.6,0.4,0.0,0.0,0.0,19.345238095238095,11,4,0,1,3,0,0,0.2,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.35,5,-0.2,0.09999999999999998,16,0.25,0.5,1.4,1,0.0
889,6500,0.6,0.4,0.5,-3.448275862068969,3.448275862068969,18.67816091954023,11,4,0,1,3,0,0,0.2,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.35,5,-0.2,0.09999999999999998,16,0.25,0.3,1.0,1,0.5
890,6500,0.6,0.4,1.1999999999999993,-8.450704225352087,8.450704225352087,19.072769953051647,11,4,0,1,3,0,0,0.2,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.35,5,-0.2,0.09999999999999998,16,0.25,0.35,1.1,0,1.2
891,6500,0.6,0.4,0.8000000000000007,-5.405405405405421,5.405405405405421,18.299549549549546,11,4,0,1,3,0,0,0.2,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.35,5,-0.2,0.09999999999999998,16,0.25,0.3,1.0,1,0.8
892,6450,0.6,0.4,0.40000000000000036,-2.777777777777777,2.777777777777777,18.80787037037037,11,4,0,1,3,0,0,0.2,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.35,5,-0.2,0.09999999999999998,16,0.25,0.45,1.3,1,0.4
893,6500,0.6,0.4,1.0999999999999996,-7.801418439716293,7.801418439716293,19.208037825059105,11,4,0,1,3,0,0,0.2,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.35,5,-0.2,0.09999999999999998,16,0.25,0.35,1.1,0,1.1
894,6500,0.6,0.4,1.3000000000000007,-8.496732026143809,8.496732026143809,17.701525054466227,11,4,0,1,3,0,0,0.2,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.35,5,-0.2,0.09999999999999998,16,0.25,0.35,1.1,0,1.3
895,6500,0.6,0.4,1.6999999999999993,-10.828025477706994,10.828025477706994,17.250530785562635,11,4,0,1,3,0,0,0.2,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.35,5,-0.2,0.09999999999999998,16,0.25,0.3,1.0,0,1.7
896,6500,0.6,0.4,0.5,-3.448275862068969,3.448275862068969,18.67816091954023,11,4,0,1,3,0,0,0.2,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.35,5,-0.2,0.09999999999999998,16,0.25,0.45,1.3,1,0.5
897,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,11,4,0,1,3,0,0,0.2,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.35,5,-0.2,0.09999999999999998,16,0.25,0.3,1.0,1,0.0
898,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,11,4,0,1,3,0,0,0.2,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.35,5,-0.2,0.09999999999999998,16,0.25,0.3,1.0,1,0.0
899,6500,0.6,0.4,1.4000000000000004,-9.090909090909099,9.090909090909099,17.586580086580085,11,4,0,1,3,0,0,0.2,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.35,5,-0.2,0.09999999999999998,16,0.25,0.3,1.0,0,1.4
900,6480,0.6,0.4,0.0,0.0,0.0,19.345238095238095,11,4,0,1,3,0,0,0.2,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.35,5,-0.2,0.09999999999999998,16,0.25,0.5,1.4,1,0.0
901,6380,0.6,0.4,0.1999999999999993,-1.3157894736842084,1.3157894736842084,17.817982456140353,11,4,0,1,3,0,0,0.2,0.4,0.8988235294117647,0.3176470588235294,89.88235294117646,0.35,5,-0.2,0.09999999999999998,16,0.25,0.5,1.4,1,0.2
902,6480,0.6,0.4,0.0,0.0,0.0,19.345238095238095,11,4,0,1,3,0,0,0.2,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.35,5,-0.2,0.09999999999999998,16,0.25,0.5,1.4,1,0.0
903,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,11,4,0,1,3,0,0,0.2,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.35,5,-0.2,0.09999999999999998,16,0.25,0.45,1.3,1,0.0
904,6500,0.6,0.4,1.5,-11.111111111111107,11.111111111111107,20.061728395061728,11,4,0,1,3,0,0,0.2,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.35,5,-0.2,0.09999999999999998,16,0.25,0.3,1.0,0,1.5
905,6500,0.6,0.4,0.09999999999999964,-0.7092198581560113,0.7092198581560113,19.208037825059105,11,4,0,1,3,0,0,0.2,0.4,0.910941475826972,0.30687022900763355,91.0941475826972,0.35,5,-0.2,0.09999999999999998,16,0.25,0.45,1.3,1,0.1
906,6500,0.6,0.4,0.0,0.0,0.0,22.569444444444443,11,4,0,1,3,0,0,0.2,0.4,0.910941475826972,0.30687022900763355,91.0941475826972,0.35,5,-0.2,0.09999999999999998,16,0.25,0.3,1.0,1,0.0
907,6500,0.6,0.4,0.0,0.0,0.0,20.833333333333332,11,4,0,1,3,0,0,0.2,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.35,5,-0.2,0.09999999999999998,16,0.25,0.35,1.1,1,0.0
908,6500,0.6,0.4,0.6999999999999993,-4.761904761904744,4.761904761904744,18.42403628117914,11,4,0,1,3,0,0,0.2,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.35,5,-0.2,0.09999999999999998,16,0.25,0.45,1.3,1,0.7
909,6500,0.6,0.4,0.5,-3.448275862068969,3.448275862068969,18.67816091954023,11,4,0,1,3,0,0,0.2,0.4,0.8786407766990292,0.37572815533980586,87.86407766990291,0.35,5,-0.2,0.09999999999999998,16,0.25,0.45,1.3,1,0.5
910,6450,0.6,0.4,4.100000000000001,-22.65193370165746,22.65193370165746,14.96316758747698,11,4,0,1,3,0,0,0.2,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.35,5,-0.2,0.09999999999999998,16,0.25,0.45,1.3,0,4.1
911,6500,0.6,0.4,0.0,0.0,0.0,20.833333333333332,11,4,0,1,3,0,0,0.2,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.35,5,-0.2,0.09999999999999998,16,0.25,0.35,1.1,1,0.0
912,6400,0.6,0.4,0.09999999999999964,-0.6622516556291508,0.6622516556291508,17.93598233995585,11,4,0,1,3,0,0,0.2,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.35,5,-0.2,0.09999999999999998,16,0.25,0.45,1.3,1,0.1
913,6450,0.6,0.4,0.09999999999999964,-0.7092198581560113,0.7092198581560113,19.208037825059105,11,4,0,1,3,0,0,0.2,0.4,0.910941475826972,0.30687022900763355,91.0941475826972,0.35,5,-0.2,0.09999999999999998,16,0.25,0.45,1.3,1,0.1
914,6430,0.6,0.4,2.1999999999999993,-13.58024691358024,13.58024691358024,16.718106995884774,11,4,0,1,3,0,0,0.2,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.35,5,-0.2,0.09999999999999998,16,0.25,0.5,1.4,0,2.2
915,6450,0.6,0.4,0.0,0.0,0.0,19.345238095238095,11,4,0,1,3,0,0,0.2,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.35,5,-0.2,0.09999999999999998,16,0.25,0.45,1.3,1,0.0
916,6430,0.6,0.4,0.09999999999999964,-0.7092198581560113,0.7092198581560113,19.208037825059105,11,4,0,1,3,0,0,0.2,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.35,5,-0.2,0.09999999999999998,16,0.25,0.5,1.4,1,0.1
917,6400,0.6,0.4,0.5,-3.225806451612914,3.225806451612914,17.473118279569892,11,4,0,1,3,0,0,0.2,0.4,0.8594594594594595,0.3786486486486486,85.94594594594595,0.35,5,-0.2,0.09999999999999998,16,0.25,0.45,1.3,1,0.5
918,6380,0.6,0.4,0.09999999999999964,-0.6622516556291508,0.6622516556291508,17.93598233995585,11,4,0,1,3,0,0,0.2,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.35,5,-0.2,0.09999999999999998,16,0.25,0.5,1.4,1,0.1
919,6500,0.6,0.4,0.0,0.0,0.0,22.569444444444443,11,4,0,1,3,0,0,0.2,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.35,5,-0.2,0.09999999999999998,16,0.25,0.3,1.0,1,0.0
920,6500,0.6,0.4,0.09999999999999964,-0.7092198581560113,0.7092198581560113,19.208037825059105,11,4,0,1,3,0,0,0.2,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.35,5,-0.2,0.09999999999999998,16,0.25,0.35,1.1,1,0.1
921,6480,0.6,0.4,1.0999999999999996,-7.284768211920531,7.284768211920531,17.93598233995585,11,4,0,1,3,0,0,0.2,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.35,5,-0.2,0.09999999999999998,16,0.25,0.5,1.4,0,1.1
922,6500,0.6,0.4,0.0,0.0,0.0,20.833333333333332,11,4,0,1,3,0,0,0.2,0.4,0.8630490956072352,0.3689922480620155,86.30490956072352,0.35,5,-0.2,0.09999999999999998,16,0.25,0.35,1.1,1,0.0
923,6500,0.6,0.4,0.0,0.0,0.0,19.345238095238095,11,4,0,1,3,0,0,0.2,0.4,0.883008356545961,0.3579387186629526,88.3008356545961,0.35,5,-0.2,0.09999999999999998,16,0.25,0.3,1.0,1,0.0
924,6500,0.6,0.4,0.0,0.0,0.0,22.569444444444443,11,4,0,1,3,0,0,0.2,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.35,5,-0.2,0.09999999999999998,16,0.25,0.3,1.0,1,0.0
925,6500,0.6,0.4,1.4000000000000004,-9.090909090909099,9.090909090909099,17.586580086580085,11,4,0,1,3,0,0,0.2,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.35,5,-0.2,0.09999999999999998,16,0.25,0.3,1.0,0,1.4
926,6400,0.6,0.4,0.0,0.0,0.0,18.055555555555557,11,4,0,1,3,0,0,0.2,0.4,0.8829516539440203,0.3424936386768448,88.29516539440203,0.35,5,-0.2,0.09999999999999998,16,0.25,0.45,1.3,1,0.0
927,6500,0.6,0.4,0.0,0.0,0.0,20.833333333333332,11,4,0,1,3,0,0,0.2,0.4,0.885286783042394,0.32842892768079796,88.5286783042394,0.35,5,-0.2,0.09999999999999998,16,0.25,0.35,1.1,1,0.0
